certification_type,firm_name,owners,work_description,naics_codes,physical_address,mailing_address,phone_number,fax_number,email_address,website
DBE,Tyler Collier Associates LLC,Mr. Delbert Tyler,Aonting and onslting firm.,541211 541611,"Ross Street Site
Pittsburgh, PA 15219","Ross Street Site
Pittsburgh, PA 15219",412-471-7060,412-471-7062,dtyler@tcacpas.com,http://tylercolliercpa.com
DBE,Tyler Consulting and Associates LLC,JUANE TYLER,Provides ompanion habilitation training and mentorship servies with a fos on intelletally hallenged individals and their families.,541611,"64 GARDEN TER
PITTSBURGH, PA 15221","64 GARDEN TER
PITTSBURGH, PA 15221",412-765-9595,,juane@tylerconsultingandassoc.com,
DBE,Tyrone A. Goodwin MBA,Tyrone Goodwin,Management onslting aonting tax and bookkeeping servies.,541219 611430,"73 Hamilton Avene
Pittsburgh, PA 15208","73 Hamilton Avene
Pittsburgh, PA 15208",412-377-8903,,TGoodwin7704@Live.com,http://https://equibooksaccounting.weebly.com/
DBE,United Graphics Forms and Systems Inc,Jennifer Brindle,Broker of ommerial printing graphi ommniations bsiness forms labels envelopes promotional prodts offie spplies and frnitre.,323111 424110 424120 425120,"676 Perry Highway
Site 7
Wexford, PA 15090","676 Perry Highway
Site 7
Wexford, PA 15090",724-935-4372,724-935-4373,unijb@comcast.net,http://PromoPlace.com/UnitedGraphics
DBE,UpStudio Landscapes LLC,Elizabeth Dugan,Landsape arhitetre rban design site planning design and onslting servies;,541320,"66 Liberty Avene
Site 6
Pittsburgh, PA 15222","66 Liberty Avene
Site 6
Pittsburgh, PA 15222",412-203-3524,412-756-3080,lisa.dugan@upstudiolandscapes.com,
DBE,V.O. George Group,Kate Schuster,Manfatrer's representative for speialty bilding prodts ( all ommerial onstrtion).,425120,"9 Birh Drive
Wexford, PA 15090","9 Birh Drive
Wexford, PA 15090",724-935-1500,724-935-1510,kate@vogeorge.com,http://www.vogeorge.com
DBE,Vantage Corporation,Leanne Pomponio,Constrtion ontrator eletrial onstrtion water/sewer treatment faility signalinglighting signage fire alarm installation ompter systems exavation onrete work.,236220 237110 237130 237310 238120 238140 238160 238170 238210 238220 541511 561621,"6 Arh Street Site
Carnegie, PA 15106","6 Arh Street Site
Carnegie, PA 15106",412-429-4750,412-429-4752,leanne.pomponio@vantagewbe.com,
DBE,Vehicle Lifts & Solutions Inc.,Cynthia Wagner,.,333921,"65 th Street
Oakmont, PA 15139","65 th Street
Oakmont, PA 15139",412-848-5832,412-517-8404,clondonsales@gmail.com,
DBE,VideoTek Construction,VICTOR DIAZ,Undergrond tility sewer rehabilitation environmental ontrator general onstrtion.,221320 237110 423320 484110 484220,"6 Loop Street 4C
Pittsburgh, PA 15215","6 Loop Street 4C
Pittsburgh, PA 15215",412-628-8394,412-291-3367,vdiaz@videotekconstruction.com,http://www.vtcsupply.com
DBE,Virginia Weida Designs LLC,Virginia Weida,Commerial Interior Design Servies Offie Design Spae Planning Faility Management LEED ID C,541340 541410 541611 561210,"5434 Wolfe Drive
Pittsburgh, PA 15236","5434 Wolfe Drive
Pittsburgh, PA 15236",412-916-6579,,virginia@Virginiaweidadesigns.com,http://www.virginiaweidadesigns.com
DBE,Virtix Consulting LLC,Leon Robinson,Tehnology onslting and integration firm that offers a broad range of soltions sing best-of-breed tehnologies.,541513 541611 541690,"8 Fox Meadow Drive
Wexford, PA 15090","8 Fox Meadow Drive
Wexford, PA 15090",412-440-6263,412-291-3460,lrobinson@virtixit.com,http://www.virtixit.com
DBE,Vision Towards Peace Counseling Services,Erica Givner,Otpatient mental health servies,621330,"7 Penn Avene
Floor
Wilkinsburg, PA 15221","7 Penn Avene
Floor
Wilkinsburg, PA 15221",412-241-4673,412-241-4675,erica@visiontowardspeace.com,http://www.visiontowardspeace.com
DBE,Visvero Inc. dba,Arvind Handu,Speializes in providing tehnology servies soltions and stom programming servies.,518210 541511 541512 541513 541613 611420,"Noblestown Road
Site 6
Pittsburgh, PA 15205","Noblestown Road
Site 6
Pittsburgh, PA 15205",412-927-2316,815-331-0718,ahandu@visvero.com,http://www.visvero.com
DBE,W.G. Dubin and Company Inc.,Lynn Kletter,Bathroom partitions and toilet room aessories and installation,423390,"9 MCartney Street
Pittsburgh, PA 15220","9 MCartney Street
Pittsburgh, PA 15220",412-921-4720,412-921-4725,Stacy@dubinandcompany.com,
DBE,Waters Insurance LLC,Glenn Waters,Provides health life and annities ontrats for individals families and bsinesses to inlde Mediare spplemental prodts (Mediare MAPD PDP MSA and Mediare Spplements) life insrane plans and fixed annity ontrats to spplement retirement inome disability insrane to replae ative inome.,524210,"Mall Offie Complex
Site A
Monroeville, PA 15146","Mall Offie Complex
Site A
Monroeville, PA 15146",412-573-0079,412-386-3723,wat4ins@verizon.net,http://www.wat4ins.co
ACDBE,Weatherspoon & Williams LLC,Brandy Weatherspoon,Prorement of roadway prodts wholesale trade agent and broker.  Training bsiness development and staff development,332312 332996 332999 423510 425120 541611 541613 541614 541618 562112 611430,"W Pike Street
Houston, PA 15342","W Pike Street
Houston, PA 15342",724-416-3036,724-416-3038,bweatherspoon@wwllcprocurement.com,http://WWW.WWLLCPROCUREMENT.COM
DBE,Weatherspoon & Williams LLC,Brandy Weatherspoon,Prorement of roadway prodts wholesale trade agent and broker.  Training bsiness development and staff development,332312 332996 332999 423510 425120 541611 541613 541614 541618 562112 611430,"W Pike Sreet
Houston, PA 15342","W Pike Sreet
Houston, PA 15342",412-999-9531,724-416-3038,bweatherspoon@wwllcprocurement.com,http://WWW.WWLLCPROCUREMENT.COM
DBE,Wellco Rehab Inc.,Ellen Wells,Comprehensive ase management servies on both medial and voational assignments.,624310,"545 Hilltop Road
Oakdale, PA 15071","545 Hilltop Road
Oakdale, PA 15071",412-952-6713,724-693-2812,wellco-rehab@comcast.net,
DBE,Wheels Mechanical Contracting and Supplier Inc.,Noreen Hartman,Plmbing heating and air-onditioning ontrator and spplier of plmbing heating and air-onditioning eqipment.,238210 238220,"P.O. Box 6
473 Rote 837
Elrama, PA 15038","P.O. Box 6
473 Rote 837
Elrama, PA 15038",412-405-9760,412-405-9375,wheelsmechanical@yahoo.com,
SBE,"Whitehouse Group, Inc.","Mr. Wade L White, Mr. Todd A Brauer","Provides consultant services for transportation planning, urban development planning, regional development planning, strategic planning, and policy planning which includes but is not limited to technical reviews and assistance, technical reports and presentations, outreach, benefit-cost analysis, evaluations, data collection and analysis, transit agency performance reviews, feasibility studies, training-workshops","541320, 541330, 541611, 541690, 541990","100 W. Cypress Creek RD Suite 620
Fort Lauderdale, FL 33309","100 W. Cypress Creek RD Suite 620
Fort Lauderdale, FL 33309",954-482-8409,202-280-1246,dlargie@whitehousegroup.com,http://www.whitehousegroup.com
DBE,Wilco Construction LLC,Darrell Williams Jr.,Drywall residential rogh framing and ommerial metal std and trak framing.,238130 238310,"8 7th Street
Braddock, PA 15104","8 7th Street
Braddock, PA 15104",412-689-0161,,dwilliams@wilcopgh.com,
DBE,Williams Bridge Beam Construction LLC,Juan Williams,Sets strtral forms sing steel reinfored onrete or pre-stressed onrete for new and existing bridge spans.,237990 238120,"Dorothy St
Site # 5
Coraopolis, PA 15108","Dorothy St
Site # 5
Coraopolis, PA 15108",412-496-4755,,juanwilliams8408@gmail.com,
DBE,Window Treats LLC,Cathy Bremmer,Provide stom window treatments - blinds valanes draperies bedding/aessories deorating onsltation.,238390 423220 541410,"653 MaBeth Drive
Pittsburgh, PA 15235","653 MaBeth Drive
Pittsburgh, PA 15235",412-310-9030,412-798-3774,cabwindo@cs.com,
DBE,Wings & A Prayer LLC,Keith Yarbough,Sol food atering and restarant establishment offering home style food sh as fried hiken ribs variety of fresh fish homemade brgers pork hops baked maaroni and heese fresh ollard greens yams fried abbage green beans and mh more.  Eah stomer reeives a prayer ard whih we hope will add a speial blessing to their day.,722320 722513,"6 Shady Avene
Pittsburgh, PA 15206","6 Shady Avene
Pittsburgh, PA 15206",412-271-4070,,yarbough03@verizon.net,
DBE,Winston Design + Development LLC,Mr. Gerrod Winston,Provides single mlti-family residential senior hosing edational ommerial (to inlde hospitality and retail arhitetral servies.  Provides owner representation/projet management to fll-servie design and onstrtion administration.  Self-performs arhitetral design servies for real estate development projets.,531110 531120 541310,"97 East End Ave
Pittsburgh, PA 15221","97 East End Ave
Pittsburgh, PA 15221",240-461-1093,,gerrod@winstonarchitecture.com,
DBE,Worldwide Services LLC,Jerome Foy,Janitorial servies home remodeling fening and personal transport servies.,236118 238140 238910 238990 485999 561720,"7 River Avene
Pittsburgh, PA 15212","7 River Avene
Pittsburgh, PA 15212",470-334-4881,,WorldWideServicesLLC.1@Gmail.com,http://worldwideservicesllc.com
DBE,ZDot LLC,Fantasy Zellars,Fll servie marketing and event prodtion ageny.  Creates memorable online and offline ampaigns events and experienes all over the ontry.  Speializes in event design planning and exetion marketing strategy and onsltation advertising and promotions stom pblishing web development and branding and prodt development fos grops and researh.,541430 541613 541820 711310 711320 711510,"37 Island Avene
Pittsburgh, PA 15212","37 Island Avene
Pittsburgh, PA 15212",917-488-5672,201-299-2523,fantasy@bouncelimited.com,http://www.bouncelimited.com
DBE,airxxi LLC,Benjamin Mahtani,Graphi design web design and ompter spport servies.,541511 811210,"3 Cambridge Cort
Murrysville, PA 15668","3 Cambridge Cort
Murrysville, PA 15668",412-337-7796,412-337-7796,ben@airxxi.com,http://www.airxxi.com
DBE,eDocs Technologies LLC,Susan Ruttenberg,Provides IT onslting doment management and ontrat ompliane servies.,541512 541611 541618,"7 River Avene
Site 7
Pittsburgh, PA 15212","7 River Avene
Site 7
Pittsburgh, PA 15212",412-370-6493,,susan@edocstechnologies.com,http://www.edocstechnologies.com
DBE,evolve LLC,Christine Mondor,Arhitetral servies environmental onslting green bilding   LEED onslting interior design graphi design management onslting sstainability and edational spport servies.,541310 541320 541410 541430 541490 541611 541620 541690 611710,"6 Broad Street
Pittsburgh, PA 15206","6 Broad Street
Pittsburgh, PA 15206",412-362-2100,,christine@evolveEA.com,http://www.evolveEA.com
DBE,inter*ARCHITECTURE LLC,Jennifer Lucchino,Provides arhitetral design servies inlding pre-design programming planning sstainable design and domentation.,541310 541410,"495 Penn Avene
Pittsburgh, PA 15224","495 Penn Avene
Pittsburgh, PA 15224",412-661-1729,412-661-1729,jennifer@interarchitecture.com,http://www.interarchitecture.com
DBE,p.r.n. Transit Service Inc.,Gina Luffy,Provider of paratransit servies speial needs transportationamblane servie.,485991 621910,"Keystone Commons
573 Braddok Avene
East Pittsburgh, PA 15112","Keystone Commons
573 Braddok Avene
East Pittsburgh, PA 15112",412-824-2181,412-824-6390,ginamluffy@yahoo.com,
DBE,rrWright Cleaning Company LLC,Robin Wright,Provides residential and ommerial leaning servies.,561720,"348 Camp Street
Pittsburgh, PA 15219","348 Camp Street
Pittsburgh, PA 15219",412-589-6075,,robin@rrwrightcleaningcompany.com,http://www.rrwrightcleaningcompany.com
DBE,solutions4networks Inc.,Michele McGough,Conslting servies for data voie wireless that inldes assessments engineering design projet management and serity servies.,518210 541512 541513 541519 541614 541618 541690 541990 561320,"5 Reedsdale Avene
Site
Pittsburgh, PA 15233","5 Reedsdale Avene
Site
Pittsburgh, PA 15233",412-626-3143,786-551-5813,michele@s4nets.com,http://www.s4nets.com
